ID,Original Title,Broadcast first title,Broadcast second title,Category ,Format,Type,Genre,Season n°,Episodes n°,Part n°,program duration,short synopsis,long synopsis,Casting,Tags,Year,Rights owner,Production Country,Language (original),Subtitles,Subtitles files,Norm,Image format,Preview,English Script,Additional Script,Notes/Other,,,,,,,,,,,,
WLC000129,Mix,Mix,Speakeasies,ACQUISITIONS,MAGAZINE,TV SERIES,LIFESTYLE,1,2,,0:30:00,"Host Tamee Harrison takes viewers behind the bars of the most popular restaurants and nightclubs in Los Angeles California.  Tamee and master mixologists mix up one-of-a-kind drinks and talk about the current cocktail culture. In this episode, let’s find two Californian unique hidden speakeasies.

","Host Tamee Harrison takes viewers behind the bars of the most popular restaurants and nightclubs in Los Angeles California.  Tamee and master mixologists mix up one-of-a-kind drinks and talk about the current cocktail culture. Host Tamee Harrison sets out to find two unique hidden speakeasies. In Anaheim California is the hard to find secret speakeasy The Blind Rabbit and Los Angeles’ sKorea Town, The Lock & Key challenges you to find the correct door handle to get in.

",Tamee Harrison,"Tamee Harrison, Bars, Restaurant, Nightclubs, Los Angeles, California, Cocktail Culture, Anaheim California, The Blind Rabbit, Los Angeles'sKorea Town, The Lock, Key Challanges, ",2017,PRINCIPAL MEDIA,USA,English,,,,4K,,,,,,,,,,,,,,,,
WLC000130,Mix,Mix,Industrial Chic & Tiki,ACQUISITIONS,MAGAZINE,TV SERIES,LIFESTYLE,1,3,,0:30:00,"Host Tamee Harrison takes viewers behind the bars of the most popular restaurants and nightclubs in Los Angeles California.  Tamee and master mixologists mix up one-of-a-kind drinks and talk about the current cocktail culture. In this episode, let’s travel to the Arts District in downtown Los Angeles to mix up drinks at the funky industrial-chic RESIDENT.","Host Tamee Harrison takes viewers behind the bars of the most popular restaurants and nightclubs in Los Angeles California.  Tamee and master mixologists mix up one-of-a-kind drinks and talk about the current cocktail culture. Tammy travels to the Arts District in downtown Los Angeles to mix up come drinks at the funky industrial-chic RESIDENT. Then for fantastic Polynesian concoctions, it’s off to
North Hollywood to visit oldest TIKI bar in Los Angeles THE TONGA HUT.


",Tamee Harrison,"Tamee Harrison, Bars, Restaurant, Nightclubs, Los Angeles, California, Cocktail Culture, Arts District, Polynesian, Hollywood, Tiki, The Tonga Hut, ",2017,PRINCIPAL MEDIA,USA,English,,,,4K,,,,,,,,,,,,,,,,
WLC000131,Mix,Mix,Year Rouard Holiday Cocktails,ACQUISITIONS,MAGAZINE,TV SERIES,LIFESTYLE,1,4,,0:30:00,"Host Tamee Harrison takes viewers behind the bars of the most popular restaurants and nightclubs in Los Angeles California. Tamee and master mixologists mix up one-of-a-kind drinks and talk about the current cocktail culture. In this episode, let’s look for cocktails ranging from Christmas, Valentine’s Day, Cinco De Mayo and more, in a festive period.","Host Tamee Harrison takes viewers behind the bars of the most popular restaurants and nightclubs in Los Angeles California.  Tamee and master mixologists mix up one-of-a-kind drinks and talk about the current cocktail culture. In this festive episode of MIX, Tamme is on the hunt for holiday inspired cocktails ranging from Christmas, Valentine’s Day, Cinco De Mayo and more. Enjoy a Christmas inspired Hot Buttered Rum and an iconic Mardi Gras favorite, Ramos Gin Fizz.",Tamee Harrison,"Tamee Harrison, Bars, Restaurant, Nightclubs, Los Angeles, California, Cocktail Culture, Holiday, Christmas, Valentine's Day, Cinco de Mayo, Buttered Rum, Mardi Gras, Ramos Gin Fizz ",2017,PRINCIPAL MEDIA,USA,English,,,,4K,,,,,,,,,,,,,,,,
WLC000132,Mix,Mix,Whiskey & Absinthe,ACQUISITIONS,MAGAZINE,TV SERIES,LIFESTYLE,1,5,,0:30:00,"Host Tamee Harrison takes viewers behind the bars of the most popular restaurants and nightclubs in Los Angeles California.  Tamee and master mixologists mix up one-of-a-kind drinks and talk about the current cocktail culture. In this episode, let’s visit the eclectic LOST PROPERTY BAR at Hollywood & Vine.",Host Tamee Harrison takes viewers behind the bars of the most popular restaurants and nightclubs in Los Angeles California.  Tamee and master mixologists mix up one-of-a-kind drinks and talk about the current cocktail culture. Tamee visits the eclectic LOST PROPERTY BAR at Hollywood & Vine. Patrons enjoy rare whiskey and get to keep the lost items that have been left behind! Then to the Downtown LA underground hot spot THE ASSOCIATION for old fashioned cocktail classics.,Tamee Harrison,"Tamee Harrison, Bars, Restaurant, Nightclubs, Los Angeles, California, Cocktail Culture, Lost Property Bar, Hollywood&Vine, Whiskey, LA, Downtown, The Association, ",2017,PRINCIPAL MEDIA,USA,English,,,,4K,,,,,,,,,,,,,,,,
WLC000133,Mix,Mix,China Town& British Ale,ACQUISITIONS,MAGAZINE,TV SERIES,LIFESTYLE,1,6,,0:30:00,"Host Tamee Harrison takes viewers behind the bars of the most popular restaurants and nightclubs in Los Angeles California.  Tamee and master mixologists mix up one-of-a-kind drinks and talk about the current cocktail culture. In this episode, let’s head to LA’s Chinatown to serve up apothecary style cocktails at GENERAL LEE’S. ","Host Tamee Harrison takes viewers behind the bars of the most popular restaurants and nightclubs in Los Angeles California.  Tamee and master mixologists mix up one-of-a-kind drinks and talk about the current cocktail culture. Tamee heads to LA’s Chinatown to serve up apothecary style cocktails at GENERAL LEE’S; the historic bar originally founded in 1868. Then she heads Van Nuys, CA for darts, bagpipes and traditional British ales at MACLEOD ALE BREWING COMPANY.

",Tamee Harrison,"Tamee Harrison, Bars, Restaurant, Nightclubs, Los Angeles, California, Cocktail Culture, LA, Chinatown, General Lee's, Van Nuys, Macleod Ale Brewing Company,  ",2017,PRINCIPAL MEDIA,USA,English,,,,4K,,,,,,,,,,,,,,,,
WLC000134,The Kimchi Chronicles, Kimchi Chronicles,The Beginning,ACQUISITIONS,MAGAZINE,TV SERIES,GASTRONOMY & FOOD PAIRING,1,1,,0:30:00,"Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. In this episode, the couple  introduce us to the basics of Korean cooking with their real-life neighbours, actors Hugh and Deb Jackman

","Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City.  In this episode, an introduction to the basics of Korean cooking starting with, of course, kimchi. Jean-Georges and Marja are joined in the kitchen by their real-life neighbors, actors Hugh and Deb Jackman. Together they prepare two iconic Korean dishes—bibimbap and beef bulgogi and check out barbeque that can rival Texas. The Chronicles Begin will also take a look ahead at the remaining twelve episodes of Kimchi Chronicles. Tune in to see if Wolverine can handle the heat of the Korean kitchen.

",Marja Vongerichten and Georges Vongerichten ,"Marja Vongerichten, Korean American, Jean-Georges Vongerichten, Food, Culture, Korean, Recipes, New-York, NY, Hugh Jackman, Deb Jackman, Korean Dishes, Bibimbap, Beef Bulgogi, Barbeque, Texas, Chronicles, Seoul, Alsace, France, Virginia, documentary, Self Discovey, Westerners, Deborra Lee, Oscars, Rice, Korean Moonshine, Gunbae, Banchan, Germany, China, Restaurants, Thailand, Singapore, Hong Kong, Gamsa Hmanida, Japan, Kentucky, Noryangjin, Noraebang, Heather Graham, Travel, Sokcho, Buddha Birthday, Andong, Uijeongbu, ",2011,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000135,The Kimchi Chronicles, Kimchi Chronicles,The Rice Chronicles,ACQUISITIONS,MAGAZINE,TV SERIES,GASTRONOMY & FOOD PAIRING,1,2,,0:30:00,"Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. In this episode, Marja and her friend the actress Heather Graham set out for Seoul from Busan to get to know Korean rice and its culinary specialities. 

","Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. In this episode, Rice, the bread and butter of the Korean table is explored from Busan, Korea’s second largest city, all the way to Seoul. Along the way, Marja and her dear friend, the actress Heather Graham, learn about instant rice, tteok (a pasta-like ingredient made of ground rice) and visit Bibigo, a new chain of contemporary restaurants serving fresh variations of bibimbap. Back in New York, Marja and Jean-Georges create their own version of bibimbap, along with sushi-like kimbap, kimchi fried rice and JG’s famous ginger fried rice. Not merely a staple, rice is the staple of Korean food.",Marja Vongerichten and Georges Vongerichten ,"Marja Vongerichten, Korean, American, Jean-Georges Vongerichten, Food, Culture, Korea Recipes, Travel, New York City, Rice, Brusan, Seoul, Heather Graham, Tteok, Bibigo, Kimbap, Ginger, Alsace, France, America, Kimchi Chronicles, Icheon, Gimje, Busan, Corner Of The Peninsula, Busan, Uijeongbu, Northern Virginia, DC, Brooklyn, Gaegeum Market, Saimdang Tteok, Minseok Yoon, New Year's Day, Thanksgiving, Dongnae Halmae Pajeon, Busan's Oldest, Restaurant, Jung-Hee Kim, Sushi, Kimbap, Tekuwan, Kimchi Juice, Dosirak, Hee Young Noh, Anthony Hunt, American Chef, Sauces, the Kohot Sauce, Chi-Town, Schin-Chul Kang, Yoo-Jin Kang, Chosun Hotel's Gym, Lucille Ball, ",2011,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000136,The Kimchi Chronicles, Kimchi Chronicles,The Jeju Chronicles,ACQUISITIONS,MAGAZINE,TV SERIES,GASTRONOMY & FOOD PAIRING,1,3,,0:30:00,"Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. In this episode, Jean-Georges teams up with the Julia Child of Jeju Island—the Hawaii of Korea and a veritable garden of Eden.","Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. In this episode, Jean-Georges teams up with the Julia Child of Jeju Island—the Hawaii of Korea and a veritable garden of Eden. They shop for ingredients at the sprawling 5-Day Market and bring it all back to an authentic folk village where they cook over open fires and speak through the universal language of good food. Later Jean-Georges and Marja spend an afternoon in the green rolling hills of the Amore Pacific Tea Gardens with their daughter Chloe. Back at home, the Vongerichten family whips up a spicy kimchi jjigae soup and a hearty, healthy seaweed soup topped with crisp slices of pork belly.",Marja Vongerichten and Georges Vongerichten ,"Marja Vongerichten, Korean American, Jean-Georges Vongerichten, Food, Culture, Korean, Recipes, New-York, NY, Jeju Island, Hawaii, Garden Of Eden, Spreawling 5-day Market, Authentic Folk Village, Good Food, The Amore Pacific Tea Gardens, Kimchi Jjigae Soup, Seoul, Korean Woman, Alsace, France, Virginia, America, chef, Haenyo, Korean Peninsula, Strait Of Korea, Jeju-do, Ji-Soon Kim, Traditional Jeju Cuisine, Sauerkraut, momguk, Ho-Jin Yang, Seogwipo, Joseon Dynasty, Chari, Gallinette, Jeju Folk Village, Professor Kim, Pork Belly's, Sausage, Andouille, Masitnae, Masit Suhyo, Gamsa Hapnida, Kimchi Jjigae, Saemaul Shikdang, Dwaeji Bulgogi, Jennifer Flinn, The Kimchi-seaweed Combo's Nice, The Amorepacific Tea Garden, Vineyard, Sung-Hwan Suh, Susan Kim, Mount Halla, Annyeong Haseyo, Mrs.Chung, Alsace, Tea, Lukewarm Water, Podo Hotel, ",2011,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000137,The Kimchi Chronicles, Kimchi Chronicles,The Seafood Chronicles,ACQUISITIONS,MAGAZINE,TV SERIES,GASTRONOMY & FOOD PAIRING,1,4,,0:30:00,"Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. In this episode, Jean-Georges visits with the haenyos of Jeju island. At the same time, Marja explores gyejang another famous crab preparation.","Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. In this episode, diving into one of the most amazing Korean traditions, Jean-Georges visits with the haenyos of Jeju Island, true mermaids who free-dive for seafood off the rocky coast. Jean-Georges feasts on fresher-than-fresh sea urchin, a dream breakfast for a world-renowned chef. Then he enjoys a fortifying seafood stew at Baekrok Haegwon restaurant, a veritable Korean bouillabaisse abundant with clams and crab. Marja explores gyejang, another famous crab preparation. Sampling a version at Gwangjang Market in Seoul, Marja gets the best version at Pro-Gan-Jang-Ge-Jang with her friend Diana. Marja takes the experience home and prepare homemade gyejang and together Marja and JG make Jeju Island-inspired dishes including steamed mussels with seaweed and sea urchin and also a Korean seafood stew. Lastly, Jean-Georges prepares his iconic crab fritters with a Korean spin.",Marja Vongerichten and Georges Vongerichten ,"Marja Vongerichten, Korean, American, Jean-Georges Vongerichten, Food Culture, Korean Recipes, New-York, NY, Korean Traditions, Jeju Island, Seafood, Rocky Coast, Baekrok Haegwon Restaurant, Korean Bouillabaisse, Gwangjang Market, Seoul, Pro-Gan-Jang-Ge-Jang, Alsace, France, America, Korea, The Kimchi Chronicles, The Land Of The Morning Calm, The Island's Rocky Shores, Haenyeo, Magnus Prodigous Schnozola, Seongsan Ilchulbong, Sunrise Peak, The Haenyeos, Fear Factor, The Viagra Of the Sea, Jeju Bouillabaisse, Haemul Jeongol, Super Sour Kimchi, Super Sour, Gochujang, Gochugaru, Mushrooms, Pro Ganjang Gejang, Mrs Baek, Restaurant, Mrs Seo's, Yangnyeom Gejang, Hangari, ",2011,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000138,The Kimchi Chronicles, Kimchi Chronicles,The Bean Chronicles,ACQUISITIONS,MAGAZINE,TV SERIES,GASTRONOMY & FOOD PAIRING,1,5,,0:30:00,"Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. In this episode, Marja travels to Chodang to see artisinal tofu get made the old-fashioned way. Meanwhile, Jean Gorges is inspired by a recipe called tangpyngchae and makes a version at home in New York. ","Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. The variety of bean-based dishes in Korean cuisine is a testament to Korea’s ingenuity and resourcefulness. On The Bean Chronicles, Marja travels to Chodang to see artisinal tofu get made the old-fashioned way with fresh soybeans and ocean water and then enjoys a four course tofu meal with fresh tofu, each preparation completely distinct and delicious enough to convince any tofu nay-sayer. Marja then learns about what goes into one of her favorite Korean foods, bindaddeok, a pancake made of freshly ground mung beans. At Yongsusan, in Seoul, the hands-down best North Korean restaurant, Jean-Georges is so inspired by the mung bean noodles in a dish called tangpyungchae that he makes a version at home in New York and also recreates a tofu-stuffed citrus dish inspired by Seoul’s phenomenal Doorei restaurant. Marja contributes her bindaddeok recipe and makes a simple, flavorful spicy tofu stew.

",Marja Vongerichten and Georges Vongerichten ,"Marja Vongerichten, Korean American, Jean-Georges Vongerichten, Food Culture, Korean Recipes, New York City, NY, Bean Chronicles, Chodang, Bindaddeok, Yongsusan, Seoul, North Korean Restaurant, Doorei Restaurant, Tofu, Homemade, Alsace, France, Virginia, America, The Kimchi Chronicles, Bibimbap, Beef Bolgogi, The City Of Chodang, Korean Tofu, Bordeaux, French Wine, chodang's Tofu, Diana Kang, Todam Sundubu Restaurant, Mr Kwak, Lake Gyeongpo, The food Guru, Sundubu Jjigae, Sook Hee Of Doore, Gwanjang Market, Bindaetteok, Fatman Seoul, Beer, Beer's Great, Gamsa Hamnida, Geonbae, Yongsusan Gaeseong City, North Korea, Mrs Song Ok-Choi, Tangpyeongchae, Vinaigrette, Kimchi Juice, Yongsusan, Chodang, ",2011,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000139,The Kimchi Chronicles, Kimchi Chronicles,The Beef Chronicles,ACQUISITIONS,MAGAZINE,TV SERIES,GASTRONOMY & FOOD PAIRING,1,6,,0:30:00,"Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. In this episode, Marja and Jean-Georges taste the Korean beef meals which are very reputed in the world. ","Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. Tracing the history of beef, The Beef Chronicles tap into Korea’s religious, political and economic evolutions. Marja and her friends, food experts Diana and Jennifer, enjoy bulgogi in Seoul and then Marja eats it again in Andong, the spiritual capital of Korea, at a restaurant that produces thousands of ceramic jars of deonjang, a soybean paste that flavors much of Korean cooking. Marja and her dear friend, the actress Heather Graham have beef for breakfast and at home in New York Jean-Georges tops an Australian steak with kimchi butter for his neighbor Hugh Jackman and also grills galbi, sliced short ribs. The episode ends in the air as Marja and Jean-Georges eat bibimbap with bulgogi inside of a Korean Air plane.",Marja Vongerichten and Georges Vongerichten ,"Marja Vongerichten, Korean, American, Jean-Georges Vongerichten, Food, Culture, Korea Recipes, Travel, New York City, Bulgogi, Seoul, Alsace, France, America, Korea, The Kimchi Chronicles, Buddhism, Goryeo Dynasty, Mongolian, Chadolbagi, Joseon Dynasty, Hanilgwan, Sinsa-Dong, Beef, Hanilgwan, Diana Kang, Jennifer Flinn, American Food Blogger, Hanilgwan, Andong, Hahoe DoEnjang Maeul, Yeon-Hui Jeong, Chadolbagi, Hui-Jun Jo, Hyeon-Mo An, CIY, DIY, Makgeolli, Korean Barbecue, Wanggalbi, L.A. Galbi, Westin Chosun Busan Hotel, ",2011,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000140,The Kimchi Chronicles, Kimchi Chronicles,The Fish Chronicles,ACQUISITIONS,MAGAZINE,TV SERIES,GASTRONOMY & FOOD PAIRING,1,7,,0:30:00,"Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. In this episode, Marja discovers the Korean fish recipes. She visits Busan one of the world largest port city and eats in the best fish restaurants of the country. 

","Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. A peninsula surrounded on three sides by water, Korea is just about heaven for fish lovers. In this episode, Marja visits Sokcho, where most of her Korean family resides, to visit Dapeo port early in the morning to see the gigantic octopus come ashore and later eats a memorable meal of simply grilled shellfish in a seaside restaurant. In Busan, the world’s 5th largest port city, Marja and her dear friend, the actress Heather Graham, eat a meal in the fish market, only rivaled by Jean-Georges’s 3-course seafood breakfast inside of Noryangjin, Seoul’s bustling fish market. In their home kitchen in New York, Marja and Jean-Georges grill shellfish with chili and butter, fry crispy, beer-battered fish and onion rings and grill whole sea bass flavored with Korean soybean paste and rice ale.",Marja Vongerichten and Georges Vongerichten ,"Marja Vongerichten, Korean American, Jean-Georges Vongerichten, Food Culture, Korean Recipes, New York City, Ny, Seoul, Alsace, France, Virginia, America, The Kimchi Chronicles, Sokcho, South Korea, Daepo Port, Restaurant, Street Food, Sea Food, Beer, Diana Kang, Byeolmi Gui Restaurant, Hye-Young Cho,n Kang-Yong Lee, Joung-Hee Kim, It Kaljogae, Noodles, AlaskanKing Crabs, Noryangjin, The Wide Underworld Of The Sea, Food Markets, Sashimi, The Emperor Raw Fish Restaurant, Bouillabaisse, Fear Factor, Busan's Jagalchi Fish Market, Heather Graham, Gomjangeo Restaurant, Jagalchi Market, Fish, Korean Soju, Gamsa Hamnida, Geonbae, Ssamjang, ",2011,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000141,The Kimchi Chronicles, Kimchi Chronicles,The Seoul Food Chronicles,ACQUISITIONS,MAGAZINE,TV SERIES,GASTRONOMY & FOOD PAIRING,1,8,,0:30:00,"Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. In this episode Marja and Jean-Georges walk in the streets of Seoul and discover its cultural life as well as all sort of restaurants from royal court cuisine to late-night drinks.","Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. The best of South Korea’s capital city, The Seoul Food Chronicles cover everything from royal court cuisine to late-night drinks and snacks consumed exclusively in pop-up tents. An energetic episode chock full of exciting footage, Marja and Jean-Georges also share their finds for historic temples and palaces, striking fashion, and even take a spin in an amusement park. Seoul, located just 30 miles from the 38th Parallel that separates North and South Korea, is an innovative city that comes to life on screen. It’s also home to Doorei, the Vongerichten’s without-a-doubt vote for the best overall restaurant in Korea which inspires homemade savory pajeon pancakes and fork-tender braised short ribs. ",Marja Vongerichten and Georges Vongerichten ,,2011,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000142,The Kimchi Chronicles, Kimchi Chronicles,The Chicken Chronicles,ACQUISITIONS,MAGAZINE,TV SERIES,GASTRONOMY & FOOD PAIRING,1,9,,0:30:00,"Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. In this episode, the couple becomes familiar with chicken in Korea and all the derived recipes. ","Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. Beginning in Andong, the spiritual capital of Korea, Marja participates in the area’s festive masked dance ritual and learns about the local salted mackerel before getting into jjimtak, Andong’s real knockout speciality. Along Chicken Alley, Marja and her adopted cousin April sample tons of the spicy stir-fry made with chicken, noodles and vegetables. Next Marja hits up Chuncheon for dakgalbi, their famous chicken dish flavored with gochujang, the red pepper paste that informs nearly every Korean dish. Samgyetang, a fortifying broth with an entire chicken stuffed with sticky rice and lots of garlic and ginger, proves to be real chicken soup for the Seoul. Finally, Marja gets busy with fried chicken, her favorite food of all time. At home in New York, Jean-Georges woos Marja with his version of sweet and sticky fried wings and barbequed chicken and Marja shows him her roots with her version of samgyetang.",Marja Vongerichten and Georges Vongerichten ,,2011,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000143,The Kimchi Chronicles, Kimchi Chronicles, The Noodle and Dumpling Chronicles,ACQUISITIONS,MAGAZINE,TV SERIES,GASTRONOMY & FOOD PAIRING,1,10,,0:30:00,"Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. In this episode, the couple tries to learn more about Korean noodles and eats in a restaurant located in Seoul, known for its nenngymyun. ","Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. Like an Italian with a bowl of spaghetti or tortellini, a Korean eating a heap of noodles or dumplings is a satisfied customer. In Korea, slurping is not only permitted, it’s considered a compliment to the cook. This episode features a restaurant in Seoul known for its nenngymyun, an unusual dish of elastic buckwheat noodles served with ice-cold beef broth. She also visits a spot known for the best kalgooksu, or hand-cut noodles, and another beloved restaurant famous for its hefty portions of mandoo (dumplings). At home in New York, Marja prepares jajangmyeon her favorite comfort food of chewy noodles with savory black bean sauce. Both Marja and Jean-Georges interpret refreshingly cold noodle soups and Jean-Georges puts his spin on chapchae, the popular Korean noodle and vegetable stir-fry. Let the slurping begin.


",Marja Vongerichten and Georges Vongerichten ,,2011,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000144,The Kimchi Chronicles,Kimchi Chronicles,The Pork Chronicles,ACQUISITIONS,MAGAZINE,TV SERIES,GASTRONOMY & FOOD PAIRING,1,11,,0:30:00,"Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. In this episode Marja and her friends seek to taste meals with pork which is very popular in the Korean food. 

","Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. As opposed to the lean-is-better preference in America, Koreans love their pork full of fat and, incidentally, full of flavor. On this episode, Marja, her dear friend, the actress Heather Graham, and an expert food blogger named Daniel eat classic pork barbeque at Heukdonga restaurant in Seoul made with Jeju’s famous black pigs. They also stop by Songgane Gamjatang, where Seoul’s taxi drivers convene for pork bone soup and the grand pork dish known as bo ssam. At home in New York, Marja makes her own version of the cabbies’ favorites and Jean-Georges makes a delicious, fast stir-fry of sliced pork and colorful vegetables and improvises a simple, tasty barbeque sauce that paints ribs, chops and even pork feet. Marja and Heather conclude the episode with a visit to a Buddhist temple, the perfect balance to all that pig.",Marja Vongerichten and Georges Vongerichten ,,2011,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
WLC000145,The Kimchi Chronicles, Kimchi Chronicles,The Street Food Chronicles,ACQUISITIONS,MAGAZINE,TV SERIES,GASTRONOMY & FOOD PAIRING,1,12,,0:30:00,"Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. In this episode, Marja discovers Korean street food which is very important in the culture of the country and the way it is prepared. ","Marja Vongerichten, a Korean American-adoptee and her husband Jean-Georges Vongerichten travel across Korea to discover its food and culture. Each episode approaches a different type of food and the couple attempts to reproduce the Korean recipes in New York City. Just like the entire continent of Asia, street food is hugely popular in Korea and many of the most beloved dishes in the country come from street carts and stands. On this episode, Marja and Jean-Georges eat street food all over the peninsula, including silkworm larvae, hoddeok, sweet pancakes filled with peanuts and sugar and Dragon’s Beard, a candy made of stretched honey and nuts. At home Marja makes her version of bindaddeok, her signature take on this simple pancake made of freshly ground mung beans shallow-fried until browned and super crisp. Jean-Georges does street food his way, incorporating Korean flavors into hot dogs with kimchi relish and lobster rolls, both of which are enjoyed by neighbor Hugh Jackman. He also prepares a knockout chicken sandwich and a few cocktails, including a Korean bloody mary made with kimchi. Covering Korean nightlife too, this episode also features Marja’s recipe for buddae jjigae, a killer soup that’s said to be the Vongerichten hangover cure.

",Marja Vongerichten and Georges Vongerichten ,,2011,PRINCIPAL MEDIA,USA,English,,,,,,,,,,,,,,,,,,,,
